0.02	-1.58
0.06	-1.43
0.08	-1.46
0.1	-1.63
0.12	-1.27
0.16	-1.35
0.18	-1.4
0.2	-1.46
0.22	-1.5
0.26	-1.31
0.28	-1.32
0.3	-1.63
0.32	-2
0.36	-1.51
0.38	-1.67
0.4	-1.59
0.42	-1.66
0.46	-1.67
0.48	-1.81
0.5	-1.59
0.52	-1.39
0.56	-1.03
0.58	-1.28
0.6	-1.12
0.62	-1.27
0.66	-1.24
0.68	-1.26
0.7	-1.41
0.72	-1.33
0.76	-1.04
0.78	-0.92
0.8	-0.97
0.82	-0.99
0.86	-0.58
0.88	-0.24
0.9	-0.67
0.92	-0.66
0.96	-0.63
0.98	-0.19
1	-0.4
1.02	-0.58
1.06	-0.6
1.08	-0.42
1.1	-0.83
1.12	-0.79
1.16	-0.56
1.18	-0.19
1.2	-0.31
1.22	-0.18
1.26	-0.39
1.28	-0.09
1.3	-0.21
1.32	-0.44
1.36	-0.17
1.38	0.13
1.4	-0.05
1.42	-0.1
1.44	-0.21
1.46	-0.18
1.48	-0.24
1.5	-0.39
1.52	-0.4
1.54	-0.17
1.56	-0.06
1.58	-0.28
1.6	-0.17
1.62	0.14
1.64	-0.06
1.66	0.15
1.68	0.01
1.7	-0.06
1.72	-0.39
1.74	-0.2
1.76	-0.19
1.78	-0.39
1.8	-0.18
1.82	-0.13
1.84	-0.16
1.86	-0.07
1.88	0.11
1.9	0.03
1.92	0.23
1.94	-0.04
1.96	-0.06
1.98	-0.33
2	-0.48
2.02	-0.51
2.04	-0.51
2.06	-0.5
2.08	-0.63
2.1	-0.26
2.12	-0.44
2.14	-0.44
2.16	-0.41
2.18	-0.13
2.2	-0.07
2.21	-0.36
2.23	-0.15
2.25	-0.31
2.27	-0.31
2.29	-0.22
2.31	-0.18
2.33	-0.66
2.35	-0.32
2.37	-0.36
2.39	-0.47
2.41	-0.59
2.43	-0.45
2.45	-0.69
2.47	-0.29
2.49	-0.17
2.51	-0.33
2.53	-0.13
2.55	-0.39
2.57	-0.56
2.59	-0.55
2.61	-0.22
2.63	-0.23
2.65	-0.56
2.67	-0.27
2.69	-0.18
2.71	-0.2
2.73	-0.5
2.75	-0.27
2.77	-0.38
2.79	-0.57
2.81	-0.56
2.83	-0.39
2.85	-0.83
2.87	-0.43
2.89	-0.32
2.91	-0.41
2.93	-0.58
2.95	-0.48
2.97	-0.87
2.99	-0.8
3.01	-0.75
3.03	-0.84
3.05	-0.66
3.07	-0.84
3.09	-0.74
3.11	-0.83
3.13	-0.68
3.15	-0.7
3.17	-0.82
3.19	-0.5
3.21	-0.54
3.23	-0.78
3.25	-0.69
3.27	-0.46
3.29	-0.74
3.31	-0.53
3.33	-0.8
3.35	-0.36
3.37	-0.66
3.39	-0.67
3.41	-0.48
3.43	-0.52
3.45	-0.44
3.47	-0.51
3.49	-0.49
3.51	-0.54
3.53	-0.54
3.55	-0.7
3.57	-0.67
3.59	-0.45
3.61	-0.43
3.63	-0.59
3.65	-0.67
3.67	-0.65
3.69	-0.59
3.71	-0.6
3.73	-0.61
3.75	-0.69
3.77	-0.59
3.79	-0.85
3.81	-0.62
3.83	-0.61
3.85	-0.85
3.87	-0.73
3.89	-0.58
3.91	-0.71
3.93	-0.64
3.95	-0.99
3.97	-0.73
3.99	-0.94
4.01	-0.57
4.03	-0.48
4.05	-0.78
4.07	-0.4
4.09	-0.88
4.11	-0.89
4.13	-0.61
4.15	-1.01
4.17	-0.97
4.19	-0.73
4.21	-0.89
4.23	-0.85
4.25	-0.77
4.27	-0.81
4.29	-0.6
4.31	-0.45
4.33	-0.6
4.35	-0.64
4.37	-0.81
4.39	-0.76
4.41	-0.54
4.43	-0.74
4.45	-0.78
4.47	-0.9
4.49	-0.83
4.51	-0.94
4.53	-0.75
4.55	-0.73
4.57	-0.76
4.59	-0.85
4.61	-0.8
4.63	-0.77
4.65	-0.67
4.67	-0.88
4.69	-0.71
4.71	-0.7
4.73	-0.7
4.75	-0.56
4.77	-0.59
4.79	-0.55
4.81	-0.71
4.83	-0.59
4.85	-0.83
4.87	-0.4
4.89	-0.45
4.91	-0.59
4.93	-0.4
4.95	-0.59
4.97	-0.72
4.99	-0.74
5.01	-0.64
5.03	-0.63
5.05	-0.76
5.07	-0.62
5.09	-0.52
5.11	-0.96
5.13	-0.63
5.15	-0.74
5.17	-0.51
5.19	-0.73
5.21	-0.66
5.23	-0.7
5.25	-0.58
5.27	-0.38
5.29	-0.38
5.31	-0.38
5.33	-0.53
5.35	-0.32
5.37	-0.1
5.39	-0.42
5.41	-0.53
5.43	-0.35
